,word
0,leave
1,campaign
2,people
3,remain
4,mister
5,conservative
6,e.u.
7,london
8,political
9,tomorrow
10,european
11,brexit
12,better
13,idea
14,minds
15,following
16,michael
17,gove
18,immigration
19,country
20,u.k.
21,audience
22,countries
23,fellow
24,vote
25,great
26,boarding
27,union
28,voices
29,figure
30,britain
31,front
32,ideal
33,position
34,huge
35,money
36,control
37,prominent
38,campaigner
